grievance_text,severity
INTERNET GONE!!!,2
still wifi down bhai,1
having wifi gone continuously since long time,4
"please check, no connection pls fix",1
wifi down from last night bhai,1
facing dns not resolving since long time,4
NO CONNECTION NOT RESOLVED YET!!! bhai,2
"please check, keeps dropping from last night bhai",4
buffering problem pls fix since long time,5
"ping too high, what is this? bhai",4
net very slow again yaar,5
"connection very slow, what is this? since long time",5
no connection again since long time,2
net slow again,5
"please check, having wifi down continuously kya masla hai",1
STILL wifi GONE!!!,4
facing no connection yaar,1
"please check, having internet not working continuously bhai",1
INTERNET NOT WORKING SINCE MORNING!!!,3
unstable connection since morning kya ho raha hai,4
wifi down not resolved yet kya ho raha hai,1
INTERNET NOT WORKING PLS FIX!!! yaar,2
"please check, still no connection kya ho raha hai",1
"delay in response, what is this? since long time kya ho raha hai",4
"please check, having no connection continuously",1
UNSTABLE CONNECTION PLS FIX!!! yaar,4
HAVING DATA LOSS ISSUE CONTINUOUSLY!!! bhai,4
having speed is low continuously since long time kya ho raha hai,4
net GONE NOT RESOLVED YET!!!,4
WIFI DOWN SINCE MORNING!!! yaar,3
no connection since morning yaar,2
"please check, packet loss happening yaar",4
"please check, wifi not wrkng, what is this?",4
facing net slow,5
"please check, having wifi down continuously bhai",1
INTERNET NOT WORKING SINCE MORNING!!! kya masla hai,3
"please check, data loss issue kya ho raha hai",4
"please check, no connection again bhai",1
"KEEPS DROPPING, WHAT IS THIS?!!!",4
"please check, keeps dropping yaar",4
"please check, still net not working yaar",1
"please check, wifi gone, what is this? kya ho raha hai",4
facing data loss trouble since long time,4
"please check, wifi down not resolved yet kya ho raha hai",1
"packet loss happening, what is this? since long time",4
"please check, having no connection continuously kya ho raha hai",1
no connection again since long time bhai,2
internet very slow,5
wifi down,1
"please check, wifi down pls fix kya ho raha hai",1
"please check, router problem yaar",4
"please check, router not functioning since morning kya ho raha hai",4
net very slow pls fix kya ho raha hai,5
"please check, wifi down from last night yaar",1
disconnecting again and again from last night,4
CANNOT ACCESS SITES SINCE MORNING!!! kya masla hai,4
"please check, wifi down pls fix kya ho raha hai",1
"please check, facing data loss trouble yaar",4
FACING INTERNET GONE!!! bhai,2
facing router problem since long time,4
"connection very slow, what is this? since long time asap",5
delay in response from last night bhai,4
net gone bhai,4
"please check, speed is low from last night bhai",4
STILL LAG ISSUE!!!,5
"please check, lag problem pls fix",5
"lag issue, what is this? since long time kya ho raha hai",5
PACKET LOSS HAPPENING!!! yaar,4
"please check, wifi gone bhai",4
"please check, internet not working, what is this? bhai",1
"please check, disconnecting again and again pls fix",4
"please check, facing disconnecting again and again",4
delay in response pls fix since long time bhai,4
facing packet loss happening since long time yaar,4
packet loss happening since morning since long time bhai,4
cannot access sites from last night since long time,4
"please check, delay in response from last night",4
NET very slow SINCE MORNING!!! kya ho raha hai,5
WIFI DOWN SINCE MORNING!!! bhai,3
"please check, no connection again bhai",1
"please check, internet not wrkng",4
wifi gone pls fix bhai,4
"please check, data loss trouble since morning",4
"please check, no connection from last night",1
"please check, speed is low pls fix",4
router not running since long time bhai,4
net not wrkng not resolved yet bhai,4
wifi down again yaar,1
facing unstable connection,4
"please check, wifi down pls fix bhai",1
buffering trouble again since long time,5
speed is low not resolved yet since long time bhai,4
wifi down from last night kya masla hai,1
ROUTER PROBLEM FROM LAST NIGHT!!! yaar,4
"please check, no connection pls fix yaar",1
"please check, having wifi down continuously",1
"please check, router problem pls fix",4
FACING ROUTER PROBLEM!!! yaar,4
still wifi not working,1
"delay in response, what is this? since long time bhai",4
intrnet very very slow pls fix bhai,5
no connection again since long time,2
"please check, data loss trouble again",4
"please check, having internet very too slow continuously kya ho raha hai",5
still lag problem,5
still keeps dropping kya ho raha hai,4
wifi down again since long time,2
"please check, router problem since morning bhai",4
internet very slow not resolved yet since long time kya masla hai,5
net slow pls fix,5
"buffering issue, what is this? since long time bhai",5
having net gone continuously kya ho raha hai,4
"please check, having buffering problem continuously",5
"please check, still packet loss happening yaar",4
"please check, speed is low, what is this? bhai",4
"please check, unstable connection yaar",4
"NO CONNECTION, WHAT IS THIS?!!! bhai",2
facing router problem since long time,4
wifi down not resolved yet kya ho raha hai,1
"please check, having dns not resolving continuously bhai",4
data loss problem bhai,4
"NO CONNECTION, WHAT IS THIS?!!! kya masla hai",2
having unstable connection continuously bhai,4
having router problem continuously since long time bhai,4
"net slow, what is this? since long time bhai",5
wifi very slow pls fix yaar,5
"net slow, what is this? since long time kya ho raha hai",5
"please check, internet gone, what is this?",1
"please check, router problem from last night yaar",4
facing data loss trouble since long time yaar,4
internet gone since long time yaar,2
NO CONNECTION NOT RESOLVED YET!!!,2
"please check, facing disconnecting again and again yaar",4
having ping too high continuously kya ho raha hai,4
"keeps dropping, what is this? since long time",4
INTERNET NOT WORKING PLS FIX!!!,2
intrnet not working again since long time kya ho raha hai,2
"please check, facing router not running yaar",4
net very slow,5
ping too high,4
still ping too high,4
"please check, net not working since morning bhai",2
STILL NO CONNECTION!!! bhai,2
unstable connection from last night since long time kya ho raha hai,4
"please check, having net gone continuously kya masla hai",4
no connection from last night since long time kya ho raha hai,2
no connection bhai,1
"please check, wifi not working since morning kya masla hai",2
wifi down pls fix since long time yaar,2
DNS NOT RESOLVING!!! yaar,4
"please check, data loss issue, what is this? bhai",4
"please check, no connection not resolved yet kya ho raha hai",1
"ping too high, what is this? since long time bhai",4
DATA LOSS ISSUE PLS FIX!!!,4
"please check, having wifi down continuously bhai",1
STILL LAG ISSUE!!!,5
having speed is low continuously since long time,4
router problem again since long time bhai,4
"please check, unstable connection, what is this?",4
unstable connection again yaar,4
"wifi down, what is this? kya ho raha hai",1
"please check, delay in response, what is this? bhai",4
"no connection, what is this? kya ho raha hai",1
ROUTER PROBLEM PLS FIX!!! kya ho raha hai,4
INTERNET VERY SLOW SINCE MORNING!!! bhai,5
intrnet gone since long time bhai,4
still net gone since long time bhai,4
"please check, buffering trouble pls fix kya ho raha hai",5
packet loss happening since long time,4
"WIFI DOWN, WHAT IS THIS?!!! kya ho raha hai",2
LAG ISSUE AGAIN!!! yaar,5
facing no connection since long time bhai,2
"please check, wifi down bhai",1
disconnecting again and again from last night since long time kya ho raha hai,4
DATA LOSS trouble PLS FIX!!!,4
"please check, facing disconnecting again and again bhai",4
"please check, net gone pls fix kya ho raha hai",4
"please check, having wifi down continuously",1
lag problem since morning since long time,5
HAVING DNS NOT RESOLVING CONTINUOUSLY!!!,4
"WIFI DOWN, WHAT IS THIS?!!! bhai",2
"please check, router not running from last night bhai",4
having internet very very slow continuously since long time,5
"connection gone, what is this? since long time",4
connection VERY SLOW SINCE MORNING!!! yaar,5
SPEED IS LOW PLS FIX!!! bhai,4
"no connection, what is this? kya masla hai",1
ping too high again bhai,4
LAG problem PLS FIX!!! yaar,5
"please check, still keeps dropping kya ho raha hai",4
INTERNET GONE PLS FIX!!! kya ho raha hai,2
internet not wrkng since morning since long time kya ho raha hai,4
net GONE AGAIN!!! bhai,4
NO CONNECTION NOT RESOLVED YET!!!,2
"please check, wifi down not resolved yet kya ho raha hai",1
internet very slow since morning since long time,5
facing lag issue kya masla hai,5
ROUTER PROBLEM SINCE MORNING!!! kya ho raha hai,4
"please check, delay in response not resolved yet kya ho raha hai",4
data loss issue pls fix,4
"please check, unstable connection since morning yaar",4
facing internet not working kya ho raha hai,1
speed is low again bhai,4
ping too high from last night yaar,4
"please check, data loss issue pls fix",4
internet not running from last night,4
net lagging since morning,5
internet not working since morning,2
DELAY IN RESPONSE FROM LAST NIGHT!!! bhai,4
INTERNET NOT functioning SINCE MORNING!!! bhai,4
net too slow from last night yaar,5
STILL DISCONNECTING AGAIN AND AGAIN!!!,4
wifi down from last night since long time,2
"please check, facing ping too high yaar",4
no connection not resolved yet since long time kya ho raha hai,2
no connection not resolved yet yaar,1
"disconnecting again and again, what is this? since long time",4
INTERNET NOT WORKING FROM LAST NIGHT!!! yaar,2
ROUTER NOT WORKING!!!,2
"please check, still internet not working bhai",1
"please check, wifi down pls fix yaar",1
"please check, having dns not resolving continuously",4
delay in response since morning since long time,4
"please check, having wifi not working continuously",1
net VERY SLOW PLS FIX!!!,5
having internet gone continuously kya ho raha hai,1
"please check, internet gone from last night",1
having net lagging continuously bhai,5
no connection from last night,1
net slow since morning yaar,5
net very slow pls fix since long time bhai,5
"please check, having router problem continuously yaar",4
wifi GONE PLS FIX!!!,4
keeps dropping pls fix since long time,4
DATA LOSS trouble PLS FIX!!! bhai,4
still internet very slow kya ho raha hai,5
WIFI DOWN AGAIN!!! bhai,2
"please check, facing no connection kya ho raha hai",1
facing disconnecting again and again since long time bhai,4
facing cannot access sites since long time yaar,4
intrnet gone again since long time bhai,4
"please check, having packet loss happening continuously",4
"please check, facing no connection",1
BUFFERING ISSUE FROM LAST NIGHT!!! yaar,5
net slow since long time,5
"please check, unstable connection pls fix yaar",4
connection VERY SLOW SINCE MORNING!!! bhai,5
"please check, wifi down from last night kya ho raha hai",1
STILL INTERNET NOT WORKING!!! yaar,2
facing buffering issue since long time bhai,5
router problem since morning yaar,4
"internet gone, what is this? since long time kya ho raha hai",2
no connection from last night since long time yaar,2
having router problem continuously since long time kya ho raha hai,4
no connection since morning since long time yaar,2
"please check, having wifi down continuously kya ho raha hai",1
"please check, internet gone, what is this? kya masla hai",1
FACING ROUTER PROBLEM!!! kya ho raha hai,4
having lag problem continuously since long time,5
data loss issue again bhai,4
"please check, facing no connection kya masla hai",1
lag trouble from last night bhai,5
no connection again,1
"unstable connection, what is this? bhai",4
PACKET LOSS HAPPENING NOT RESOLVED YET!!! bhai,4
BUFFERING ISSUE SINCE MORNING!!! bhai,5
data loss problem from last night yaar,4
having wifi not working continuously kya masla hai,1
cannot access sites pls fix since long time kya ho raha hai,4
FACING wifi NOT WORKING!!! kya ho raha hai,2
wifi down again bhai,1
wifi gone yaar,4
still intrnet not functioning,4
wifi down since long time,2
"please check, internet gone from last night bhai",1
"please check, having speed is low continuously",4
"please check, wifi very slow not resolved yet",5
still buffering issue yaar,5
"please check, facing wifi down",1
INTERNET NOT WORKING SINCE MORNING!!!,3
wifi gone since morning since long time,4
still wifi down,1
"please check, wifi not working again",1
STILL NO CONNECTION!!! bhai,2
facing internet gone since long time kya ho raha hai,2
facing connection gone,4
facing no connection,1
LAG problem PLS FIX!!! bhai,5
"please check, no connection since morning kya ho raha hai",2
lag issue kya ho raha hai,5
"please check, cannot access sites pls fix bhai",4
internet not working again,1
"please check, internet gone kya masla hai",1
INTERNET NOT running AGAIN!!! kya masla hai,4
"please check, connection gone since morning kya ho raha hai",4
WIFI DOWN FROM LAST NIGHT!!! yaar,2
"please check, no connection from last night",1
NO CONNECTION PLS FIX!!! yaar,2
"please check, having cannot access sites continuously",4
wifi gone from last night,4
"please check, facing speed is low bhai",4
still packet loss happening since long time kya ho raha hai,4
INTERNET NOT running NOT RESOLVED YET!!! bhai,4
"KEEPS DROPPING, WHAT IS THIS?!!! bhai",4
"please check, facing router problem",4
speed is low,4
connection gone since morning bhai,4
STILL UNSTABLE CONNECTION!!!,4
facing connection not wrkng kya masla hai,4
WIFI DOWN PLS FIX!!!,2
net not working pls fix since long time kya masla hai,2
"please check, still lag trouble",5
having unstable connection continuously kya ho raha hai,4
facing disconnecting again and again bhai,4
"please check, no connection yaar",1
"please check, data loss problem not resolved yet yaar",4
"please check, lag problem",5
having speed is low continuously since long time,4
"please check, no connection from last night",1
"PACKET LOSS HAPPENING, WHAT IS THIS?!!! kya ho raha hai",4
KEEPS DROPPING!!! kya ho raha hai,4
"please check, wifi down, what is this? bhai",1
"please check, internet gone not resolved yet",1
WIFI DOWN!!!,2
wifi down not resolved yet since long time,2
still wifi down since long time bhai,2
LAG ISSUE PLS FIX!!! bhai,5
"no connection, what is this?",1
LAG problem FROM LAST NIGHT!!! yaar,5
wifi down from last night bhai,1
"please check, wifi not working since morning",2
facing internet not running bhai,4
still internet not working since long time bhai,2
"PING TOO HIGH, WHAT IS THIS?!!!",4
buffering trouble since morning bhai,5
wifi down pls fix since long time bhai,2
buffering trouble pls fix bhai,5
wifi down again,1
still wifi down bhai,1
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! kya ho raha hai,4
"router not working, what is this? since long time",2
cannot access sites pls fix kya ho raha hai,4
internet gone since morning bhai,2
"dns not resolving, what is this? bhai",4
"please check, lag issue, what is this?",5
"keeps dropping, what is this? since long time",4
HAVING connection NOT WORKING CONTINUOUSLY!!! bhai,2
intrnet very lagging pls fix bhai,5
still wifi down,1
facing wifi not working since long time,2
facing no connection since long time,2
"please check, keeps dropping pls fix",4
router not running since morning since long time yaar,4
WIFI DOWN PLS FIX!!! bhai,2
"please check, net lagging not resolved yet bhai",5
still internet not working bhai,1
wifi down yaar,1
still router not running since long time,4
wifi not working not resolved yet since long time bhai,2
internet not functioning kya ho raha hai,4
FACING WIFI DOWN!!!,2
"please check, cannot access sites from last night yaar",4
NO CONNECTION AGAIN!!! yaar,2
STILL NO CONNECTION!!!,2
"packet loss happening, what is this? bhai",4
"please check, no connection pls fix yaar",1
still buffering problem since long time,5
keeps dropping pls fix since long time,4
"please check, having data loss trouble continuously bhai",4
"please check, still wifi down bhai",1
"please check, wifi down from last night yaar",1
"net GONE, WHAT IS THIS?!!! bhai",4
data loss trouble not resolved yet bhai,4
PACKET LOSS HAPPENING SINCE MORNING!!! kya masla hai,4
"please check, having connection gone continuously kya ho raha hai",4
"please check, speed is low again kya ho raha hai",4
disconnecting again and again pls fix kya ho raha hai,4
net slow since morning kya ho raha hai,5
facing no connection since long time kya masla hai,2
speed is low from last night,4
wifi down since morning kya ho raha hai,2
facing router problem since long time pls fix,4
WIFI DOWN NOT RESOLVED YET!!! bhai,2
delay in response pls fix since long time bhai,4
lag issue since long time bhai,5
HAVING NET SLOW CONTINUOUSLY!!! yaar,5
"please check, internet not running not resolved yet kya ho raha hai",4
FACING NO CONNECTION!!!,2
facing wifi not working,1
"net very slow, what is this? since long time kya ho raha hai",5
DISCONNECTING AGAIN AND AGAIN FROM LAST NIGHT!!! yaar,4
FACING DELAY IN RESPONSE!!! yaar,4
data loss trouble since morning since long time kya ho raha hai,4
having router not functioning continuously,4
INTERNET GONE FROM LAST NIGHT!!! bhai,2
wifi down kya masla hai,1
"please check, net gone again yaar",4
STILL NO CONNECTION!!! yaar,2
still router problem kya masla hai,4
FACING WIFI DOWN!!!,2
INTERNET GONE SINCE MORNING!!! kya ho raha hai,3
PING TOO HIGH PLS FIX!!!,4
having router problem continuously since long time bhai,4
ping too high again,4
"please check, facing lag problem",5
no connection since morning since long time,2
"please check, wifi down again",1
no connection not resolved yet kya ho raha hai,1
wifi down pls fix since long time bhai,2
"please check, no connection pls fix yaar",1
"please check, router not working again",1
INTERNET GONE NOT RESOLVED YET!!! bhai,2
ping too high pls fix,4
lag issue yaar,5
packet loss happening bhai,4
STILL NO CONNECTION!!!,2
having ping too high continuously,4
wifi down again since long time,2
facing net slow yaar,5
"speed is low, what is this? since long time",4
STILL NO CONNECTION!!! bhai,2
facing net gone bhai,4
wifi down not resolved yet since long time kya ho raha hai,2
FACING DELAY IN RESPONSE!!! kya ho raha hai,4
"please check, wifi not working, what is this? yaar",1
"please check, buffering problem not resolved yet bhai",5
"please check, wifi down from last night kya ho raha hai",1
DELAY IN RESPONSE SINCE MORNING!!! kya masla hai,4
"please check, still router problem",4
"please check, having data loss issue continuously yaar",4
having router problem continuously since long time yaar,4
NET too slow SINCE MORNING!!! yaar,5
connection VERY SLOW FROM LAST NIGHT!!! yaar,5
"please check, facing internet not working yaar",1
"please check, facing router not working kya ho raha hai",1
"INTERNET GONE, WHAT IS THIS?!!! yaar",2
"please check, ping too high pls fix bhai",4
HAVING INTERNET VERY too slow CONTINUOUSLY!!! yaar,5
FACING WIFI DOWN!!! yaar,2
wifi very slow since long time kya masla hai,5
DATA LOSS ISSUE SINCE MORNING!!! bhai,4
"please check, unstable connection since morning",4
still disconnecting again and again since long time yaar,4
BUFFERING ISSUE!!!,5
"please check, no connection",1
speed is low pls fix since long time yaar,4
wifi down again since long time,2
"please check, wifi down not resolved yet kya masla hai",1
INTERNET GONE SINCE MORNING!!!,3
INTERNET NOT WORKING FROM LAST NIGHT!!! yaar,2
internet gone not resolved yet bhai,1
"ping too high, what is this? since long time",4
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! kya ho raha hai,4
wifi down again since long time kya ho raha hai,2
"delay in response, what is this? yaar",4
DISCONNECTING AGAIN AND AGAIN FROM LAST NIGHT!!!,4
"KEEPS DROPPING, WHAT IS THIS?!!! kya ho raha hai",4
ping too high pls fix since long time bhai,4
"please check, facing internet not functioning",4
facing speed is low since long time kya ho raha hai,4
"net very slow, what is this? bhai",5
still intrnet not working yaar,1
"please check, having router not working continuously bhai",1
facing lag trouble,5
UNSTABLE CONNECTION NOT RESOLVED YET!!! kya ho raha hai,4
BUFFERING problem AGAIN!!! kya ho raha hai,5
WIFI DOWN PLS FIX!!! bhai,2
"please check, internet not running pls fix yaar",4
speed is low again since long time,4
FACING net VERY SLOW!!! yaar,5
"please check, keeps dropping, what is this? kya ho raha hai",4
having net slow continuously since long time yaar,5
FACING WIFI DOWN!!! yaar,2
still data loss issue since long time yaar,4
HAVING PING TOO HIGH CONTINUOUSLY!!!,4
"please check, facing internet gone",1
facing buffering issue since long time bhai,5
ping too high since morning since long time bhai,4
"please check, unstable connection bhai",4
internet not functioning not resolved yet yaar,4
FACING KEEPS DROPPING!!! bhai,4
"please check, still dns not resolving bhai",4
wifi down pls fix since long time bhai,2
packet loss happening since morning since long time kya masla hai,4
HAVING INTERNET GONE CONTINUOUSLY!!! yaar,2
UNSTABLE CONNECTION SINCE MORNING!!! kya ho raha hai,4
disconnecting again and again since long time,4
"please check, still disconnecting again and again kya ho raha hai",4
"please check, still unstable connection yaar",4
"connection not working, what is this? since long time kya masla hai",2
lag issue pls fix since long time kya masla hai,5
INTERNET NOT WORKING SINCE MORNING!!! kya ho raha hai,3
DNS NOT RESOLVING SINCE MORNING!!! bhai,4
HAVING ROUTER PROBLEM CONTINUOUSLY!!!,4
"no connection, what is this? since long time kya ho raha hai",2
still data loss problem bhai,4
net too slow from last night yaar,5
ROUTER PROBLEM!!!,4
still internet not working kya masla hai,1
cannot access sites since morning since long time yaar,4
"NO CONNECTION, WHAT IS THIS?!!! bhai",2
"buffering issue, what is this? since long time",5
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!!,4
"please check, delay in response",4
connection very slow from last night kya ho raha hai,5
STILL DISCONNECTING AGAIN AND AGAIN!!! yaar,4
router not working again bhai,1
wifi down since morning bhai,2
"please check, having wifi down continuously kya ho raha hai",1
having lag issue continuously bhai,5
having disconnecting again and again continuously,4
"wifi down, what is this? since long time bhai",2
"lag issue, what is this? since long time",5
delay in response since morning since long time bhai,4
"delay in response, what is this? since long time bhai",4
DATA LOSS ISSUE PLS FIX!!!,4
"please check, net lagging not resolved yet bhai",5
FACING ROUTER PROBLEM!!!,4
"please check, cannot access sites again yaar",4
WIFI DOWN SINCE MORNING!!! bhai,3
"please check, buffering issue kya ho raha hai",5
"please check, lag problem bhai",5
"please check, no connection again bhai",1
"please check, net slow from last night kya ho raha hai",5
"please check, internet not functioning not resolved yet kya ho raha hai",4
PING TOO HIGH SINCE MORNING!!! yaar,4
WIFI DOWN FROM LAST NIGHT!!! kya ho raha hai,2
still no connection since long time kya masla hai,2
unstable connection from last night since long time,4
facing wifi down since long time,2
ping too high since morning since long time,4
packet loss happening not resolved yet since long time bhai,4
"router problem, what is this? since long time kya masla hai",4
NO CONNECTION SINCE MORNING!!!,3
LAG trouble SINCE MORNING!!! kya ho raha hai,5
router not working not resolved yet since long time kya ho raha hai,2
"NO CONNECTION, WHAT IS THIS?!!!",2
"lag issue, what is this?",5
NO CONNECTION FROM LAST NIGHT!!! bhai,2
FACING PING TOO HIGH!!! yaar,4
facing no connection,1
net slow again since long time yaar,5
WIFI DOWN!!! bhai,2
"please check, internet very very slow again kya masla hai",5
"please check, still router not running bhai",4
facing speed is low,4
"please check, dns not resolving from last night kya ho raha hai",4
"please check, keeps dropping again kya ho raha hai",4
"please check, internet not functioning from last night kya ho raha hai",4
"please check, router not running since morning yaar",4
FACING NET SLOW!!! bhai,5
connection GONE SINCE MORNING!!!,4
"please check, wifi down",1
lag problem from last night,5
"please check, having unstable connection continuously kya masla hai",4
"PACKET LOSS HAPPENING, WHAT IS THIS?!!!",4
having cannot access sites continuously since long time yaar,4
"internet not working, what is this? since long time kya ho raha hai",2
router not working not resolved yet since long time kya masla hai,2
"please check, no connection pls fix",1
"please check, facing internet gone",1
DISCONNECTING AGAIN AND AGAIN!!! bhai,4
wifi NOT WORKING NOT RESOLVED YET!!! bhai,2
lag problem pls fix since long time,5
PACKET LOSS HAPPENING AGAIN!!!,4
"please check, unstable connection from last night kya ho raha hai",4
unstable connection since morning since long time,4
ping too high pls fix since long time bhai,4
still wifi down bhai,1
"please check, no connection from last night",1
connection gone again since long time yaar,4
HAVING INTERNET NOT functioning CONTINUOUSLY!!! bhai,4
having data loss issue continuously,4
disconnecting again and again again yaar,4
"please check, router not working not resolved yet kya ho raha hai",1
"please check, facing net not working",1
no connection since long time yaar,2
FACING ROUTER PROBLEM!!! kya masla hai,4
LAG trouble FROM LAST NIGHT!!!,5
connection gone not resolved yet bhai,4
having wifi down continuously since long time,2
"please check, speed is low since morning kya masla hai",4
still cannot access sites since long time,4
"please check, wifi down from last night bhai",1
"internet very slow, what is this? kya ho raha hai",5
having wifi down continuously,1
router not running not resolved yet kya masla hai,4
facing unstable connection,4
"NET SLOW, WHAT IS THIS?!!!",5
"please check, speed is low again bhai",4
facing no connection yaar,1
having data loss trouble continuously kya ho raha hai,4
wifi down since morning yaar,2
WIFI DOWN SINCE MORNING!!! yaar,3
INTERNET GONE SINCE MORNING!!!,3
PACKET LOSS HAPPENING FROM LAST NIGHT!!! bhai,4
"please check, internet not working again bhai",1
WIFI DOWN FROM LAST NIGHT!!! bhai,2
wifi down not resolved yet since long time,2
"please check, cannot access sites from last night",4
STILL UNSTABLE CONNECTION!!! bhai,4
"please check, having packet loss happening continuously kya ho raha hai",4
connection gone not resolved yet since long time bhai,4
STILL NO CONNECTION!!! bhai,2
"INTERNET GONE, WHAT IS THIS?!!! bhai",2
DNS NOT RESOLVING SINCE MORNING!!! yaar,4
HAVING BUFFERING ISSUE CONTINUOUSLY!!! bhai,5
internet gone again,1
"please check, having no connection continuously",1
having net too slow continuously since long time bhai,5
"please check, buffering problem again",5
FACING PING TOO HIGH!!!,4
still speed is low,4
no connection,1
disconnecting again and again since morning bhai,4
"packet loss happening, what is this? since long time",4
FACING NO CONNECTION!!! kya ho raha hai,2
"internet gone, what is this? bhai",1
"please check, internet not running not resolved yet yaar",4
UNSTABLE CONNECTION!!! kya ho raha hai,4
packet loss happening since morning,4
"please check, still connection gone",4
LAG problem FROM LAST NIGHT!!!,5
data loss trouble not resolved yet,4
speed is low pls fix since long time kya ho raha hai,4
"please check, facing wifi not working kya ho raha hai",1
"please check, facing wifi down bhai",1
still net gone yaar,4
ROUTER PROBLEM PLS FIX!!! yaar,4
"cannot access sites, what is this? kya masla hai",4
having unstable connection continuously since long time kya ho raha hai,4
unstable connection pls fix since long time,4
"please check, net very slow again kya masla hai",5
"please check, net very slow since morning yaar",5
HAVING INTERNET GONE CONTINUOUSLY!!! kya ho raha hai,2
"please check, intrnet gone, what is this? bhai",4
STILL NO CONNECTION!!!,2
"WIFI DOWN, WHAT IS THIS?!!!",2
"please check, still wifi down bhai",1
"internet very slow, what is this? bhai",5
facing wifi down since long time kya ho raha hai,2
"please check, internet not working since morning bhai",2
"wifi down, what is this? since long time yaar",2
facing wifi gone since long time bhai,4
"please check, having no connection continuously",1
"please check, facing router not working yaar",1
NO CONNECTION SINCE MORNING!!!,3
"please check, having buffering problem continuously",5
DATA LOSS ISSUE SINCE MORNING!!! bhai,4
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!! asap,4
"DATA LOSS ISSUE, WHAT IS THIS?!!!",4
HAVING WIFI DOWN CONTINUOUSLY!!! kya masla hai,2
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! yaar,4
"please check, packet loss happening, what is this? bhai",4
NO CONNECTION AGAIN!!! yaar,2
"please check, facing data loss issue bhai",4
BUFFERING trouble NOT RESOLVED YET!!! bhai,5
DISCONNECTING AGAIN AND AGAIN AGAIN!!!,4
"please check, wifi not working since morning",2
"CANNOT ACCESS SITES, WHAT IS THIS?!!! yaar",4
"please check, lag trouble not resolved yet bhai",5
having packet loss happening continuously since long time bhai,4
disconnecting again and again pls fix since long time,4
LAG problem AGAIN!!!,5
having intrnet not working continuously since long time,2
wifi gone from last night yaar,4
"router problem, what is this? since long time kya masla hai",4
having internet very slow continuously,5
no connection pls fix kya ho raha hai,1
internet gone again,1
facing wifi down bhai,1
DISCONNECTING AGAIN AND AGAIN AGAIN!!! bhai,4
NO CONNECTION PLS FIX!!!,2
still unstable connection bhai,4
"please check, cannot access sites not resolved yet kya ho raha hai",4
router problem again,4
facing no connection yaar,1
"please check, data loss issue from last night kya ho raha hai",4
"please check, cannot access sites not resolved yet kya ho raha hai",4
cannot access sites from last night since long time yaar,4
"please check, ping too high, what is this? bhai",4
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!!,4
"please check, net gone pls fix yaar",4
packet loss happening since morning bhai,4
ping too high,4
"PACKET LOSS HAPPENING, WHAT IS THIS?!!! kya ho raha hai",4
WIFI DOWN!!! bhai,2
LAG ISSUE!!! kya ho raha hai,5
net too slow from last night since long time kya masla hai,5
WIFI DOWN FROM LAST NIGHT!!! bhai,2
ROUTER PROBLEM NOT RESOLVED YET!!! kya ho raha hai,4
disconnecting again and again since morning,4
"WIFI DOWN, WHAT IS THIS?!!! bhai",2
having internet very slow continuously bhai,5
no connection since morning since long time bhai,2
still data loss problem since long time,4
HAVING INTERNET NOT WORKING CONTINUOUSLY!!! bhai,2
having unstable connection continuously kya ho raha hai,4
DATA LOSS problem SINCE MORNING!!! kya ho raha hai,4
wifi gone since morning yaar,4
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!!,4
"lag issue, what is this? since long time",5
still connection not working since long time yaar,2
"please check, wifi not working from last night bhai",1
having disconnecting again and again continuously yaar,4
NO CONNECTION PLS FIX!!! yaar,2
net not working again,1
having no connection continuously kya ho raha hai,1
internet gone again bhai,1
"please check, lag issue not resolved yet",5
no connection from last night kya ho raha hai,1
"please check, internet gone, what is this? bhai",1
"please check, internet very too slow from last night yaar",5
internet not working since long time,2
PING TOO HIGH NOT RESOLVED YET!!! bhai,4
"data loss issue, what is this? bhai",4
disconnecting again and again since morning kya ho raha hai,4
no connection again since long time,2
facing router problem since long time,4
"please check, net lagging from last night bhai",5
"please check, facing no connection bhai",1
"please check, delay in response",4
net very slow since morning kya ho raha hai,5
wifi down again,1
still net gone,4
"please check, wifi gone pls fix bhai",4
ROUTER NOT running FROM LAST NIGHT!!! kya ho raha hai,4
"please check, net slow from last night yaar",5
UNSTABLE CONNECTION NOT RESOLVED YET!!! bhai,4
"please check, speed is low since morning kya ho raha hai",4
"dns not resolving, what is this? since long time bhai",4
dns not resolving not resolved yet bhai,4
"please check, disconnecting again and again not resolved yet kya ho raha hai",4
facing lag problem since long time bhai,5
FACING SPEED IS LOW!!! bhai,4
no connection pls fix bhai,1
disconnecting again and again yaar,4
STILL WIFI DOWN!!! yaar,2
lag problem since morning,5
data loss issue pls fix,4
"internet not working, what is this?",1
connection NOT WORKING FROM LAST NIGHT!!! bhai,2
still unstable connection since long time yaar,4
connection NOT WORKING PLS FIX!!! kya ho raha hai,2
"please check, intrnet gone from last night kya ho raha hai",4
router not running pls fix,4
facing connection not working since long time,2
having wifi down continuously since long time bhai,2
